,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
96,20,22.126764075575338,0.0184389700629794,1.5365808385816206e-05,6,25:05:2013 ,4,8,43.7065278,-72.2870467,1369429693,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
97,20,17.720629649169574,0.0147671913743079,1.2305992811923317e-05,6,25:05:2013 ,4,28,43.7066569,-72.2870742,1369430893,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
463,20,61.91915577050681,0.0515992964754223,4.299941372951862e-05,6,25:05:2013 ,4,48,43.707108,-72.2860494,1369432093,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
176,20,37.52757752625142,0.0312729812718761,2.606081772656349e-05,6,25:05:2013 ,7,28,43.706819,-72.2871094,1369441693,True,1.0,9600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
98,20,13.973340957563757,0.0116444507979697,9.703708998308165e-06,6,25:05:2013 ,7,48,43.7067172,-72.2870936,1369442893,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
242,20,127.42131568945145,0.1060960163942143,8.833973055305109e-05,6,25:05:2013 ,8,8,43.7057889,-72.2886637,1369444094,True,1.0,1201.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
243,20,2.923710689769206,0.0024364255748076,2.03035464567306e-06,6,25:05:2013 ,9,8,43.7058089,-72.2886444,1369447693,False,0.0,3599.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
99,20,131.0313102533935,0.1091927585444945,9.099396545374547e-05,6,25:05:2013 ,9,28,43.7067635,-72.2871149,1369448893,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
464,20,46.72417304768674,0.0400721895777759,3.4367229483512804e-05,6,25:05:2013 ,11,27,43.7071047,-72.2860017,1369456059,True,1.0,7166.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
177,20,37.88446273971539,0.0297599864412532,2.3377836953066185e-05,6,25:05:2013 ,20,28,43.7068054,-72.287131,1369488493,True,1.0,32434.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
178,20,6.684692590410884,0.0055705771586757,4.6421476322297805e-06,6,25:05:2013 ,21,8,43.7067922,-72.2871008,1369490893,False,0.0,2400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
283,20,157.0289906767633,0.130857492230636,0.0001090479101921,6,25:05:2013 ,21,28,43.7056482,-72.2888717,1369492093,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,3.0
100,20,154.0504292175074,0.1283753576812561,0.0001069794647343,6,25:05:2013 ,23,8,43.706726,-72.2870915,1369498093,True,1.0,6000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
101,20,6.767052725393258,0.0056392106044943,4.699342170411985e-06,6,25:05:2013 ,23,28,43.7066767,-72.2871311,1369499293,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
465,20,62.00150632651328,0.051667921938761,4.3056601615634225e-05,6,25:05:2013 ,23,48,43.7071284,-72.2860094,1369500493,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
339,20,3.692359543848814,0.0030769662865406,2.564138572117232e-06,0,26:05:2013 ,0,48,43.707099,-72.2860065,1369504093,False,0.0,3600.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
102,20,73.33942436468142,0.0611161869705678,5.093015580880654e-05,0,26:05:2013 ,1,8,43.7065647,-72.28706,1369505293,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
103,20,20.630595863687127,0.0171921632197392,1.432680268311606e-05,0,26:05:2013 ,1,28,43.706715,-72.2870795,1369506493,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
104,20,10.294706614164864,0.0085789221784707,7.149101815392267e-06,0,26:05:2013 ,2,28,43.7066352,-72.2870335,1369510093,False,0.0,3600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
179,20,25.160255313431293,0.0209494215765456,1.7443315217773208e-05,0,26:05:2013 ,2,48,43.7068185,-72.2870852,1369511294,True,1.0,1201.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
105,20,23.03268225866348,0.0192099101406701,1.6021609792051816e-05,0,26:05:2013 ,3,8,43.7066507,-72.2870823,1369512493,True,1.0,1199.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
106,20,10.84376137990994,0.0090289436968442,7.517854868313277e-06,0,26:05:2013 ,3,28,43.7065717,-72.2870722,1369513694,False,0.0,1201.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
107,20,22.195389973993063,0.0185115846321877,1.5439186515586083e-05,0,26:05:2013 ,3,48,43.7067334,-72.2870752,1369514893,True,1.0,1199.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
180,20,39.380681905539014,0.0328172349212825,2.7347695767735426e-05,0,26:05:2013 ,7,48,43.7068273,-72.2870027,1369529293,True,1.0,14400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
268,20,51.74800080111174,0.0431233340009264,3.593611166743871e-05,0,26:05:2013 ,10,8,43.70706,-72.2859452,1369537693,True,1.0,8400.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
181,20,28.12509255637137,0.0117187885651547,4.882828568814474e-06,0,26:05:2013 ,20,48,43.7068609,-72.2870367,1369576093,True,1.0,38400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
108,20,23.03269541495404,0.019193912845795,1.599492737149586e-05,1,27:05:2013 ,1,48,43.706549,-72.2870233,1369594093,True,1.0,18000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
182,20,30.59585796257132,0.0254965483021427,2.124712358511897e-05,1,27:05:2013 ,3,28,43.7068429,-72.2869956,1369600093,True,1.0,6000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
109,20,30.92528867416886,0.0257710738951407,2.1475894912617264e-05,1,27:05:2013 ,3,48,43.7066176,-72.2870782,1369601293,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
110,20,4.186515946484023,0.0034887632887366,2.907302740613905e-06,1,27:05:2013 ,4,28,43.7066062,-72.287033,1369603693,False,0.0,2400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
183,20,27.713344847293587,0.0230944540394113,1.92453783661761e-05,1,27:05:2013 ,4,48,43.7068081,-72.2870914,1369604893,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
111,20,31.30963063200858,0.0260913588600071,2.1742799050005957e-05,1,27:05:2013 ,5,8,43.70658,-72.2870332,1369606093,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
466,20,46.29865657072341,0.0385822138089361,3.215184484078014e-05,1,27:05:2013 ,10,8,43.707113,-72.2859762,1369624093,True,1.0,18000.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
112,20,51.0891385915776,0.042574282159648,3.5478568466373334e-05,1,27:05:2013 ,20,8,43.7066914,-72.2870945,1369660093,True,1.0,36000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
184,20,22.3600929895444,0.018648951617635,1.5553754476759824e-05,2,28:05:2013 ,0,8,43.7066691,-72.2871931,1369674493,True,1.0,14400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
300,20,23.348383921412157,0.019424612247431,1.6160243134302064e-05,2,28:05:2013 ,0,28,43.7068392,-72.2884867,1369675695,True,1.0,1202.0,"North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,,us,1.0
289,20,169.10814095442151,0.283263217679098,0.0004744777515562,2,28:05:2013 ,0,38,43.7056072,-72.2887934,1369676292,True,1.0,597.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
185,20,161.36652759394102,0.0890543750518438,4.914700609925156e-05,2,28:05:2013 ,1,8,43.7067828,-72.2871036,1369678104,True,1.0,1812.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
113,20,30.170339979081664,0.025141949982568,2.0951624985473378e-05,2,28:05:2013 ,3,8,43.7066427,-72.2870809,1369685304,True,1.0,7200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
186,20,35.85303195393588,0.0298775266282799,2.4897938856899917e-05,2,28:05:2013 ,5,28,43.7068014,-72.2871218,1369693704,True,1.0,8400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
340,20,45.790793782474,0.0381908205024804,3.1852227274795994e-05,2,28:05:2013 ,11,48,43.7070776,-72.2861137,1369716504,True,1.0,22800.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
187,20,38.39233941289341,0.0319669770298862,2.6616966719305806e-05,2,28:05:2013 ,19,48,43.7067792,-72.2871388,1369745305,True,1.0,28801.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
188,20,0.3568829468148892,0.0002976504977605,2.482489555967819e-07,2,28:05:2013 ,20,8,43.7067818,-72.2871209,1369746504,False,0.0,1199.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
244,20,124.56619118345898,0.1038051593195491,8.650429943295763e-05,2,28:05:2013 ,20,28,43.7058743,-72.2886985,1369747704,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
580,20,652.2430608320127,0.5435358840266773,0.0004529465700222,2,28:05:2013 ,20,48,43.7011226,-72.2866086,1369748904,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
189,20,782.4646916435506,0.3260269548514794,0.0001358445645214,2,28:05:2013 ,23,28,43.7067733,-72.2870711,1369758504,True,1.0,9600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
114,20,8.524013746721952,0.0071033447889349,5.919453990779133e-06,2,28:05:2013 ,23,48,43.7067112,-72.287096,1369759704,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
140,20,52.94229045276832,0.044081840510215,3.670428019168617e-05,3,29:05:2013 ,0,8,43.7063255,-72.2888494,1369760905,True,1.0,1201.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
149,20,4.186521807902872,0.0034887681732523,2.907306811043661e-06,3,29:05:2013 ,0,48,43.7063569,-72.2887471,1369763304,False,0.0,2399.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
115,20,55.24829438238054,0.0460402453186504,3.8366871098875377e-05,3,29:05:2013 ,1,8,43.7067594,-72.2871476,1369764504,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
190,20,20.46586728443057,0.0170548894036921,1.4212407836410118e-05,3,29:05:2013 ,18,48,43.7068296,-72.2870731,1369828106,True,1.0,63602.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
667,20,314.30195783505894,0.2619182981958824,0.0002182652484965,3,29:05:2013 ,19,8,43.7091194,-72.2841163,1369829306,True,1.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,12.0
269,20,281.2903288530993,0.2165437481548108,0.0001667003449998,3,29:05:2013 ,22,8,43.7070624,-72.2860215,1369840093,True,1.0,10787.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
341,20,4.584566010510454,0.0035816921957112,2.798197027899447e-06,3,29:05:2013 ,23,8,43.7070778,-72.2860365,1369843706,False,0.0,3613.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
150,20,100.87437721775632,0.043649665606991,1.888778260795805e-05,3,29:05:2013 ,23,46,43.7063429,-72.2887514,1369846017,True,1.0,2311.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
141,20,1.331451129178682,0.0010475618640272,8.24202882790942e-07,4,30:05:2013 ,0,28,43.706346,-72.2888314,1369848505,False,0.0,2488.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
482,20,494.89305540219766,0.2061195566023314,8.584737884312012e-05,4,30:05:2013 ,1,8,43.7027406,-72.2899806,1369850906,True,1.0,2401.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,16.0
483,20,1.235392103509718,0.0010294934195914,8.579111829928598e-07,4,30:05:2013 ,1,48,43.7027324,-72.2899586,1369853306,False,0.0,2400.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,16.0
246,20,560.2713638184721,0.4684543175739733,0.0003916842120183,4,30:05:2013 ,2,8,43.7068141,-72.2875194,1369854502,True,1.0,1196.0,"Parker House, 7, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",educational_institution,office,Parker House,us,2.0
467,20,40.79442429716082,0.0351979502132535,3.0369240908760585e-05,4,30:05:2013 ,2,27,43.7071113,-72.286046,1369855661,True,1.0,1159.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
581,20,821.7903971343179,0.3424126654726324,0.0001426719439469,5,31:05:2013 ,22,0,43.7010772,-72.2864526,1370012439,True,1.0,156778.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
628,20,1.976645435894744,0.0016472045299122,1.372670441593572e-06,5,31:05:2013 ,22,40,43.7011021,-72.2863953,1370014839,False,0.0,2400.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,3.0
191,20,795.216260596231,0.6626802171635259,0.0005522335143029,5,31:05:2013 ,23,0,43.7068954,-72.2869368,1370016039,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
192,20,5.88856550157496,0.0049071379179791,4.0892815983159445e-06,5,31:05:2013 ,23,40,43.7068962,-72.2870134,1370018439,False,0.0,2400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
270,20,23.21109168571417,0.0193425764047618,1.611881367063484e-05,6,01:06:2013 ,0,0,43.7070653,-72.28595,1370019639,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
